Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2020,Virginia Beach,VA,Passenger,1,0,1,668,669,0.15
April 30 2022,Okanogan,WA,Passenger,78,48,126,26441,26567,0.47
November 30 2019,Mason,WA,Passenger,140,128,268,47601,47869,0.56
December 31 2023,Stevens,WA,Passenger,139,76,215,29521,29736,0.72
September 30 2019,Grays Harbor,WA,Passenger,89,89,178,48085,48263,0.37
December 31 2023,Calvert,MD,Passenger,1,1,2,72,74,2.70
February 28 2022,Charleston,SC,Passenger,2,1,3,73,76,3.95
April 30 2021,Flathead,MT,Passenger,2,0,2,50,52,3.85
July 31 2020,Skagit,WA,Passenger,424,223,647,91277,91924,0.70
August 31 2019,Skagit,WA,Truck,1,0,1,32548,32549,0.00
July 31 2022,Walla Walla,WA,Truck,1,0,1,13913,13914,0.01
May 31 2023,Adams,WA,Truck,2,0,2,5337,5339,0.04
September 30 2023,Yolo,CA,Passenger,2,0,2,20,22,9.09
July 31 2023,Hardin,KY,Passenger,1,0,1,59,60,1.67
January 31 2020,Berkshire,MA,Passenger,0,1,1,5,6,16.67
July 31 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
January 31 2021,Honolulu,HI,Passenger,5,2,7,454,461,1.52
February 29 2020,Santa Clara,CA,Passenger,8,2,10,355,365,2.74
June 30 2020,Lake,IL,Passenger,1,0,1,174,175,0.57
October 31 2023,Pierce,WA,Passenger,8943,3118,12061,527064,539125,2.24
April 30 2021,Orange,CA,Passenger,4,3,7,461,468,1.50
June 30 2023,Harford,MD,Passenger,1,1,2,42,44,4.55
July 31 2022,Riverside,CA,Passenger,7,1,8,485,493,1.62
November 30 2020,Arapahoe,CO,Passenger,1,0,1,133,134,0.75
November 30 2018,Monterey,CA,Passenger,0,1,1,193,194,0.52
February 28 2023,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
March 31 2019,Dakota,MN,Passenger,0,2,2,34,36,5.56
August 31 2020,Placer,CA,Passenger,2,0,2,92,94,2.13
March 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
July 31 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
June 30 2018,Franklin,WA,Passenger,39,66,105,57847,57952,0.18
November 30 2019,Whatcom,WA,Truck,2,0,2,43142,43144,0.00
September 30 2017,King,WA,Truck,7,1,8,186323,186331,0.00
February 28 2017,Clark,WA,Passenger,695,434,1129,297905,299034,0.38
February 28 2018,Jefferson,WA,Truck,0,0,0,9504,9504,0.00
December 31 2020,Whitman,WA,Passenger,51,44,95,21887,21982,0.43
September 30 2017,Spokane,WA,Passenger,276,229,505,298102,298607,0.17
October 31 2022,Clark,WA,Truck,31,0,31,82053,82084,0.04
July 31 2022,Lake,IL,Passenger,2,0,2,143,145,1.38
March 31 2023,Arapahoe,CO,Passenger,1,1,2,88,90,2.22
May 31 2021,Arapahoe,CO,Passenger,1,0,1,126,127,0.79
June 30 2020,Portsmouth,VA,Passenger,0,1,1,71,72,1.39
November 30 2018,Houston,GA,Passenger,1,0,1,54,55,1.82
July 31 2023,Harford,MD,Passenger,1,1,2,41,43,4.65
September 30 2022,Ulster,NY,Passenger,1,0,1,12,13,7.69
November 30 2023,Collier,FL,Passenger,1,0,1,14,15,6.67
May 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
June 30 2020,New London,CT,Passenger,1,1,2,240,242,0.83
November 30 2023,Clark,WA,Truck,135,0,135,80927,81062,0.17
January 31 2024,Ferry,WA,Passenger,25,4,29,4277,4306,0.67
July 31 2022,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
October 31 2017,Asotin,WA,Passenger,7,5,12,12472,12484,0.10
January 31 2020,Douglas,NE,Passenger,0,1,1,58,59,1.69
March 31 2018,Franklin,MA,Passenger,0,1,1,3,4,25.00
June 30 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
November 30 2017,Grays Harbor,WA,Passenger,42,41,83,45575,45658,0.18
April 30 2018,Skamania,WA,Truck,0,0,0,3923,3923,0.00
July 31 2017,Fulton,GA,Passenger,1,0,1,116,117,0.85
October 31 2021,Baltimore,MD,Passenger,1,0,1,95,96,1.04
May 31 2021,Sumter,SC,Passenger,0,1,1,36,37,2.70
November 30 2021,Leavenworth,KS,Passenger,0,1,1,102,103,0.97
July 31 2020,Washoe,NV,Passenger,1,0,1,106,107,0.93
March 31 2020,Stafford,VA,Passenger,1,1,2,97,99,2.02
July 31 2019,Norfolk,MA,Passenger,1,0,1,41,42,2.38
January 31 2023,Middlesex,MA,Passenger,2,0,2,82,84,2.38
February 28 2021,Greene,MO,Passenger,0,1,1,37,38,2.63
October 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
January 31 2019,Alameda,CA,Passenger,0,2,2,323,325,0.62
January 31 2020,Santa Clara,CA,Passenger,8,2,10,362,372,2.69
March 31 2023,Kitsap,WA,Passenger,2962,1201,4163,176129,180292,2.31
January 31 2019,Lincoln,WA,Passenger,2,5,7,7756,7763,0.09
November 30 2018,Volusia,FL,Passenger,0,1,1,39,40,2.50
February 29 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
June 30 2018,Lincoln,WA,Passenger,2,6,8,7685,7693,0.10
July 31 2022,Lewis,WA,Passenger,244,180,424,59614,60038,0.71
March 31 2023,Los Angeles,CA,Passenger,4,5,9,730,739,1.22
November 30 2021,Kittitas,WA,Passenger,195,75,270,29836,30106,0.90
May 31 2022,Los Angeles,CA,Passenger,5,8,13,851,864,1.50
February 28 2022,Kings,CA,Passenger,2,1,3,322,325,0.92
February 28 2023,Lewis,WA,Truck,4,0,4,26189,26193,0.02
November 30 2022,Salt Lake,UT,Passenger,2,1,3,138,141,2.13
March 31 2018,Island,WA,Passenger,175,179,354,62019,62373,0.57
July 31 2021,Milwaukee,WI,Passenger,1,0,1,43,44,2.27
October 31 2023,Moore,NC,Passenger,0,1,1,103,104,0.96
July 31 2018,Morris,NJ,Passenger,1,0,1,16,17,5.88
September 30 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
February 28 2019,Valencia,NM,Passenger,1,0,1,11,12,8.33
January 31 2023,Brown,WI,Passenger,1,0,1,7,8,12.50
June 30 2023,Eagle,CO,Passenger,1,0,1,6,7,14.29
November 30 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
January 31 2022,Ferry,WA,Passenger,14,3,17,4439,4456,0.38
June 30 2020,Lewis,WA,Passenger,102,113,215,58159,58374,0.37
December 31 2017,El Paso,CO,Passenger,2,0,2,769,771,0.26
August 31 2017,Tarrant,TX,Passenger,1,0,1,232,233,0.43
July 31 2017,Ferry,WA,Truck,0,0,0,3528,3528,0.00
November 30 2022,Franklin,WA,Passenger,246,119,365,61704,62069,0.59
March 31 2022,Orange,CA,Passenger,5,3,8,407,415,1.93
January 31 2020,Virginia Beach,VA,Passenger,1,0,1,694,695,0.14
September 30 2018,Whatcom,WA,Truck,2,0,2,42429,42431,0.00
November 30 2022,Douglas,WA,Passenger,163,59,222,28477,28699,0.77
October 31 2021,Kitsap,WA,Truck,0,0,0,54178,54178,0.00
March 31 2023,Clallam,WA,Passenger,508,276,784,49218,50002,1.57
October 31 2017,Clay,FL,Passenger,0,1,1,113,114,0.88
November 30 2021,Stafford,VA,Passenger,2,1,3,104,107,2.80
March 31 2024,Maui,HI,Passenger,1,0,1,20,21,4.76
December 31 2019,King,WA,Truck,6,1,7,182169,182176,0.00
June 30 2018,Clark,WA,Truck,0,0,0,79105,79105,0.00
July 31 2017,Hardin,KY,Passenger,0,1,1,117,118,0.85
June 30 2023,Mason,WA,Truck,12,0,12,20714,20726,0.06
August 31 2021,Stevens,WA,Passenger,49,44,93,30257,30350,0.31
November 30 2021,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
April 30 2021,Hawaii,HI,Passenger,1,0,1,53,54,1.85
August 31 2022,Providence,RI,Passenger,1,0,1,21,22,4.55
November 30 2021,Charleston,SC,Passenger,2,1,3,81,84,3.57
June 30 2020,Hamilton,IN,Passenger,1,0,1,43,44,2.27
September 30 2022,Kootenai,ID,Truck,1,0,1,36,37,2.70
May 31 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
April 30 2018,Lake,CA,Passenger,0,1,1,8,9,11.11
May 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
October 31 2020,Yakima,WA,Passenger,157,122,279,166834,167113,0.17
November 30 2020,Maricopa,AZ,Passenger,5,9,14,1445,1459,0.96
October 31 2019,Spokane,WA,Passenger,615,463,1078,314226,315304,0.34
December 31 2022,Los Angeles,CA,Passenger,3,6,9,772,781,1.15
October 31 2022,Solano,CA,Passenger,2,0,2,160,162,1.23
November 30 2021,Burlington,NJ,Passenger,0,1,1,118,119,0.84
February 28 2017,Madison,ID,Passenger,1,0,1,44,45,2.22
October 31 2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12
October 31 2021,Montgomery,PA,Passenger,2,0,2,24,26,7.69
July 31 2022,Columbia,OR,Passenger,1,0,1,16,17,5.88
September 30 2017,Lewis,WA,Passenger,53,40,93,56022,56115,0.17
June 30 2023,Garfield,WA,Passenger,1,3,4,1301,1305,0.31
August 31 2020,Skamania,WA,Passenger,31,22,53,8365,8418,0.63
July 31 2019,Walla Walla,WA,Passenger,52,61,113,36201,36314,0.31
June 30 2020,,,Passenger,6,1,7,393,400,1.75
May 31 2018,St. Clair,IL,Passenger,0,1,1,156,157,0.64
August 31 2021,Snohomish,WA,Truck,1,0,1,125963,125964,0.00
December 31 2019,Bexar,TX,Passenger,0,5,5,673,678,0.74
March 31 2022,Sarpy,NE,Passenger,1,0,1,69,70,1.43
September 30 2022,Allen,IN,Passenger,1,0,1,19,20,5.00
January 31 2023,Bryan,GA,Passenger,0,1,1,35,36,2.78
September 30 2017,Alameda,CA,Passenger,0,1,1,354,355,0.28
March 31 2022,Skagit,WA,Passenger,731,326,1057,90404,91461,1.16
June 30 2018,Adams,WA,Truck,0,0,0,5162,5162,0.00
May 31 2017,Jefferson,WA,Passenger,103,59,162,23820,23982,0.68
September 30 2020,Walla Walla,WA,Truck,0,0,0,13789,13789,0.00
April 30 2023,Kittitas,WA,Truck,8,0,8,14533,14541,0.06
January 31 2019,Clark,WA,Truck,0,0,0,79948,79948,0.00
May 31 2019,Cook,IL,Passenger,1,0,1,249,250,0.40
June 30 2022,Escambia,FL,Passenger,0,1,1,141,142,0.70
January 31 2021,Columbia,OR,Passenger,1,0,1,23,24,4.17
December 31 2017,Montgomery,PA,Passenger,1,0,1,39,40,2.50
July 31 2020,Asotin,WA,Passenger,16,12,28,12368,12396,0.23
September 30 2020,Garfield,WA,Truck,0,0,0,985,985,0.00
November 30 2017,Columbia,WA,Truck,0,0,0,1538,1538,0.00
January 31 2017,Pima,AZ,Passenger,0,2,2,485,487,0.41
June 30 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
September 30 2021,Meade,KY,Passenger,1,0,1,28,29,3.45
April 30 2023,Dorchester,SC,Passenger,1,0,1,51,52,1.92
February 28 2023,Lee,AL,Passenger,1,0,1,16,17,5.88
March 31 2023,Norfolk,VA,Passenger,2,2,4,290,294,1.36
October 31 2022,Fairfax,VA,Passenger,7,3,10,625,635,1.57
December 31 2022,San Juan,WA,Passenger,559,170,729,13882,14611,4.99
November 30 2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
March 31 2023,Prince William,VA,Passenger,1,4,5,174,179,2.79
October 31 2019,Douglas,NE,Passenger,0,1,1,60,61,1.64
January 31 2022,Spartanburg,SC,Passenger,0,1,1,49,50,2.00
September 30 2017,Portsmouth,VA,Passenger,0,1,1,63,64,1.56
December 31 2022,Anne Arundel,MD,Passenger,3,3,6,316,322,1.86
May 31 2022,Leavenworth,KS,Passenger,0,1,1,98,99,1.01
November 30 2018,Brevard,FL,Passenger,0,1,1,97,98,1.02
July 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
March 31 2022,Multnomah,OR,Passenger,2,4,6,606,612,0.98
November 30 2022,Okanogan,WA,Truck,2,0,2,16450,16452,0.01
November 30 2019,Suffolk,MA,Passenger,0,1,1,37,38,2.63
June 30 2020,Columbia,WA,Truck,0,0,0,1531,1531,0.00
May 31 2024,Chelan,WA,Passenger,838,243,1081,52937,54018,2.00
January 31 2022,Calvert,MD,Passenger,0,2,2,84,86,2.33
November 30 2020,Washoe,NV,Passenger,1,0,1,108,109,0.92
July 31 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
June 30 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
April 30 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
May 31 2019,Grant,WA,Passenger,39,59,98,64555,64653,0.15
December 31 2021,Island,WA,Truck,0,0,0,21479,21479,0.00
April 30 2019,Kootenai,ID,Passenger,1,2,3,217,220,1.36
August 31 2022,Berkeley,SC,Passenger,0,1,1,120,121,0.83
May 31 2024,New Haven,CT,Passenger,0,2,2,19,21,9.52
October 31 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
July 31 2021,Larimer,CO,Passenger,1,0,1,46,47,2.13
January 31 2019,Honolulu,HI,Passenger,1,3,4,526,530,0.75
October 31 2017,Franklin,WA,Passenger,31,49,80,56504,56584,0.14
November 30 2017,Prince William,VA,Passenger,0,4,4,269,273,1.47
April 30 2018,Benton,WA,Passenger,178,188,366,130926,131292,0.28
March 31 2017,Cascade,MT,Passenger,0,1,1,63,64,1.56
October 31 2022,Moore,NC,Passenger,0,1,1,113,114,0.88
January 31 2018,Jefferson,NY,Passenger,1,0,1,230,231,0.43
March 31 2019,Goochland,VA,Passenger,1,1,2,253,255,0.78
February 28 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
December 31 2022,Sumter,SC,Passenger,0,1,1,33,34,2.94
September 30 2023,Flathead,MT,Passenger,1,0,1,21,22,4.55
February 28 2021,Juneau,AK,Passenger,0,1,1,28,29,3.45
December 31 2022,Harnett,NC,Passenger,2,0,2,155,157,1.27
December 31 2021,Spokane,WA,Truck,0,0,0,102697,102697,0.00
March 31 2021,Whatcom,WA,Truck,4,0,4,43768,43772,0.01
June 30 2022,Howard,MD,Passenger,0,2,2,68,70,2.86
September 30 2022,Skagit,WA,Truck,6,0,6,32180,32186,0.02
July 31 2022,Allegheny,PA,Passenger,2,1,3,69,72,4.17
January 31 2024,Bexar,TX,Passenger,1,3,4,339,343,1.17
August 31 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
May 31 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
January 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
September 30 2022,Bartow,GA,Passenger,0,1,1,5,6,16.67
October 31 2023,Garfield,WA,Truck,0,0,0,981,981,0.00
March 31 2023,Grant,WA,Truck,8,0,8,28061,28069,0.03
November 30 2019,Jefferson,WA,Truck,0,0,0,9649,9649,0.00
February 29 2024,Chelan,WA,Truck,51,0,51,22949,23000,0.22
September 30 2022,Essex,NJ,Passenger,2,0,2,12,14,14.29
February 28 2019,Howard,MD,Passenger,0,1,1,88,89,1.12
January 31 2019,Harnett,NC,Passenger,1,0,1,227,228,0.44
March 31 2023,Lake,IL,Passenger,1,0,1,133,134,0.75
June 30 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
August 31 2017,Collier,FL,Passenger,1,0,1,25,26,3.85
January 31 2022,San Juan,WA,Passenger,482,151,633,14162,14795,4.28
June 30 2022,El Paso,CO,Passenger,2,2,4,636,640,0.62
March 31 2020,Yakima,WA,Truck,0,0,0,59584,59584,0.00
November 30 2021,Honolulu,HI,Passenger,4,3,7,406,413,1.69
March 31 2024,San Mateo,CA,Passenger,2,0,2,50,52,3.85
January 31 2021,Albemarle,VA,Passenger,1,0,1,24,25,4.00
May 31 2019,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
June 30 2020,Allegheny,PA,Passenger,2,0,2,83,85,2.35
January 31 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
February 28 2019,Cumberland,NC,Passenger,0,2,2,527,529,0.38
January 31 2018,Skamania,WA,Passenger,11,8,19,8605,8624,0.22
October 31 2019,Denver,CO,Passenger,1,0,1,133,134,0.75
May 31 2021,Klamath,OR,Passenger,1,0,1,35,36,2.78
August 31 2020,Utah,UT,Passenger,0,1,1,137,138,0.72
November 30 2019,DuPage,IL,Passenger,3,0,3,67,70,4.29
August 31 2022,Juneau,AK,Passenger,0,1,1,32,33,3.03
May 31 2020,Juneau,AK,Passenger,0,2,2,31,33,6.06
November 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2019,Whitman,WA,Truck,0,0,0,8518,8518,0.00
April 30 2017,San Juan,WA,Truck,0,0,0,5550,5550,0.00
March 31 2023,Kittitas,WA,Passenger,325,95,420,29464,29884,1.41
December 31 2021,Asotin,WA,Truck,0,0,0,6749,6749,0.00
June 30 2020,Arapahoe,CO,Passenger,1,0,1,135,136,0.74
March 31 2018,Pierce,WA,Passenger,1126,1053,2179,527736,529915,0.41
August 31 2017,Santa Clara,CA,Passenger,5,2,7,404,411,1.70
April 30 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
November 30 2022,Autauga,AL,Passenger,2,0,2,14,16,12.50
April 30 2022,Norfolk,MA,Passenger,1,0,1,27,28,3.57
March 31 2023,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
September 30 2018,DuPage,IL,Passenger,1,0,1,60,61,1.64
June 30 2022,Lewis,WA,Truck,0,0,0,26397,26397,0.00
May 31 2017,Latah,ID,Passenger,0,1,1,113,114,0.88
August 31 2023,Asotin,WA,Passenger,38,24,62,12362,12424,0.50
August 31 2018,Whitman,WA,Truck,0,0,0,8509,8509,0.00
February 28 2017,Skagit,WA,Truck,1,0,1,31401,31402,0.00
January 31 2024,Lane,OR,Passenger,0,2,2,56,58,3.45
January 31 2022,Frederick,MD,Passenger,1,1,2,72,74,2.70
November 30 2020,Frederick,MD,Passenger,1,1,2,71,73,2.74
July 31 2019,Montgomery,PA,Passenger,2,0,2,39,41,4.88
November 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
October 31 2022,Walla Walla,WA,Truck,3,0,3,13938,13941,0.02
November 30 2017,San Juan,WA,Passenger,126,41,167,13778,13945,1.20
June 30 2021,Thurston,WA,Truck,0,0,0,56520,56520,0.00
July 31 2023,Wahkiakum,WA,Passenger,26,17,43,3016,3059,1.41
June 30 2017,Snohomish,WA,Passenger,1794,902,2696,513103,515799,0.52
September 30 2019,Jefferson,CO,Passenger,0,2,2,55,57,3.51
February 28 2022,Travis,TX,Passenger,3,0,3,137,140,2.14
January 31 2021,Tarrant,TX,Passenger,1,0,1,172,173,0.58
September 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,73,74,1.35
September 30 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
April 30 2022,Marin,CA,Passenger,1,1,2,34,36,5.56
September 30 2021,Philadelphia,PA,Passenger,1,0,1,49,50,2.00
June 30 2019,Pacific,WA,Truck,0,0,0,7650,7650,0.00
May 31 2020,Hillsborough,FL,Passenger,0,1,1,184,185,0.54
September 30 2020,Fairfax,VA,Passenger,5,3,8,742,750,1.07
August 31 2022,Grays Harbor,WA,Truck,2,0,2,21193,21195,0.01
November 30 2019,Chesapeake,VA,Passenger,0,1,1,451,452,0.22
June 30 2019,Goochland,VA,Passenger,1,1,2,263,265,0.75
August 31 2020,Skagit,WA,Truck,1,0,1,32623,32624,0.00
June 30 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
December 31 2018,Carson City,NV,Passenger,1,0,1,15,16,6.25
March 31 2020,Jefferson,CO,Passenger,0,1,1,53,54,1.85
March 31 2022,Lane,OR,Passenger,0,2,2,115,117,1.71
August 31 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
October 31 2020,Montgomery,OH,Passenger,0,1,1,49,50,2.00
March 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
September 30 2017,Douglas,WA,Passenger,35,29,64,26928,26992,0.24
March 31 2022,Klickitat,WA,Truck,0,0,0,8302,8302,0.00
December 31 2019,Thurston,WA,Truck,0,0,0,55716,55716,0.00
March 31 2018,Lincoln,WA,Passenger,2,5,7,7578,7585,0.09
November 30 2023,Charles,MD,Passenger,1,1,2,50,52,3.85
October 31 2021,Palm Beach,FL,Passenger,0,1,1,67,68,1.47
July 31 2022,Platte,MO,Passenger,1,0,1,22,23,4.35
July 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
March 31 2018,Pacific,WA,Passenger,15,18,33,15454,15487,0.21
March 31 2018,Klickitat,WA,Truck,0,0,0,8039,8039,0.00
March 31 2024,District of Columbia,DC,Passenger,3,0,3,139,142,2.11
July 31 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
August 31 2023,Sedgwick,KS,Passenger,1,0,1,50,51,1.96
September 30 2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27
December 31 2023,Solano,CA,Passenger,5,0,5,126,131,3.82
June 30 2023,Brown,WI,Passenger,1,0,1,6,7,14.29
May 31 2022,Rogers,OK,Passenger,1,0,1,3,4,25.00
April 30 2023,Chelan,WA,Passenger,603,155,758,54142,54900,1.38
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,9239,9252,0.14
July 31 2017,Columbia,WA,Truck,0,0,0,1534,1534,0.00
December 31 2021,Stafford,VA,Passenger,2,1,3,101,104,2.88
November 30 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
June 30 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
March 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
October 31 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
June 30 2018,Clay,FL,Passenger,0,1,1,96,97,1.03
August 31 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
June 30 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
June 30 2022,Queens,NY,Passenger,1,0,1,45,46,2.17
January 31 2024,Marion,IA,Passenger,1,0,1,0,1,100.00
September 30 2017,Prince William,VA,Passenger,0,4,4,266,270,1.48
May 31 2023,Kern,CA,Passenger,1,1,2,184,186,1.08
September 30 2020,New London,CT,Passenger,1,1,2,235,237,0.84
August 31 2022,Yakima,WA,Truck,1,0,1,61332,61333,0.00
October 31 2020,Santa Clara,CA,Passenger,6,2,8,296,304,2.63
October 31 2023,Anchorage,AK,Passenger,1,0,1,91,92,1.09
January 31 2019,Pima,AZ,Passenger,1,1,2,425,427,0.47
February 28 2021,Suffolk,VA,Passenger,1,0,1,124,125,0.80
February 29 2020,Albemarle,VA,Passenger,1,0,1,27,28,3.57
February 29 2024,Williamsburg,VA,Passenger,0,1,1,3,4,25.00
December 31 2021,San Juan,WA,Passenger,478,149,627,14178,14805,4.24
October 31 2017,Sacramento,CA,Passenger,1,1,2,337,339,0.59
June 30 2022,Maricopa,AZ,Passenger,10,4,14,1051,1065,1.31
October 31 2023,Bell,TX,Passenger,1,0,1,242,243,0.41
June 30 2023,New York,NY,Passenger,1,0,1,35,36,2.78
March 31 2021,Dallas,IA,Passenger,0,1,1,10,11,9.09
April 30 2019,DeKalb,GA,Passenger,1,0,1,82,83,1.20
August 31 2021,New London,CT,Passenger,1,2,3,214,217,1.38
April 30 2020,Houston,GA,Passenger,1,0,1,61,62,1.61
November 30 2021,Philadelphia,PA,Passenger,1,0,1,45,46,2.17
May 31 2021,Clark,WA,Truck,0,0,0,84145,84145,0.00
June 30 2017,Okanogan,WA,Truck,0,0,0,16201,16201,0.00
May 31 2024,Pacific,WA,Passenger,108,101,209,15205,15414,1.36
March 31 2018,Alameda,CA,Passenger,0,1,1,356,357,0.28
February 28 2021,Harris,TX,Passenger,1,1,2,238,240,0.83
June 30 2020,Brevard,FL,Passenger,0,1,1,87,88,1.14
July 31 2022,Randolph,NC,Passenger,1,0,1,6,7,14.29
December 31 2021,Essex,NJ,Passenger,2,0,2,14,16,12.50
September 30 2022,Asotin,WA,Passenger,25,20,45,12563,12608,0.36
August 31 2023,Skamania,WA,Truck,1,0,1,3830,3831,0.03
April 30 2019,Alexandria,VA,Passenger,1,0,1,151,152,0.66
June 30 2022,Harrison,MS,Passenger,1,0,1,51,52,1.92
February 29 2024,Collin,TX,Passenger,2,0,2,35,37,5.41
July 31 2022,Isle of Wight,VA,Passenger,0,1,1,20,21,4.76
January 31 2023,Hardin,KY,Passenger,1,0,1,58,59,1.69
August 31 2023,Tompkins,NY,Passenger,0,1,1,15,16,6.25
July 31 2017,Hawaii,HI,Passenger,1,0,1,83,84,1.19
December 31 2019,Placer,CA,Passenger,1,0,1,103,104,0.96
January 31 2018,Orleans,LA,Passenger,0,1,1,46,47,2.13
July 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
April 30 2020,Benton,WA,Passenger,347,321,668,134510,135178,0.49
November 30 2023,Pacific,WA,Passenger,87,103,190,15522,15712,1.21
March 31 2022,Douglas,WA,Truck,0,0,0,12721,12721,0.00
December 31 2020,Kittitas,WA,Truck,0,0,0,14647,14647,0.00
January 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
November 30 2019,Ferry,WA,Passenger,5,2,7,4417,4424,0.16
January 31 2021,Charles,MD,Passenger,1,1,2,77,79,2.53
January 31 2024,Bell,TX,Passenger,1,0,1,215,216,0.46
September 30 2021,Suffolk,VA,Passenger,1,0,1,128,129,0.78
April 30 2018,Pinal,AZ,Passenger,2,0,2,213,215,0.93
June 30 2022,Fresno,CA,Passenger,1,0,1,161,162,0.62
November 30 2018,Virginia Beach,VA,Passenger,2,1,3,692,695,0.43
September 30 2018,Nueces,TX,Passenger,1,1,2,87,89,2.25
March 31 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
October 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 28 2019,Monterey,CA,Passenger,0,1,1,192,193,0.52
December 31 2019,Oklahoma,OK,Passenger,0,1,1,136,137,0.73
August 31 2021,Baltimore,MD,Passenger,1,0,1,103,104,0.96
October 31 2022,Lake,IN,Passenger,0,1,1,11,12,8.33
October 31 2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61
January 31 2021,Solano,CA,Passenger,1,0,1,200,201,0.50
February 28 2017,Grays Harbor,WA,Truck,0,0,0,19818,19818,0.00
April 30 2018,Orange,FL,Passenger,2,1,3,170,173,1.73
October 31 2023,Cumberland,NC,Passenger,1,3,4,307,311,1.29
April 30 2023,Sarpy,NE,Passenger,1,0,1,64,65,1.54
July 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
August 31 2021,Salt Lake,UT,Passenger,0,1,1,180,181,0.55
December 31 2021,Jefferson,NY,Passenger,1,0,1,222,223,0.45
January 31 2024,Prince William,VA,Passenger,1,4,5,141,146,3.42
September 30 2019,Oklahoma,OK,Passenger,0,1,1,135,136,0.74
June 30 2023,Anchorage,AK,Passenger,1,0,1,104,105,0.95
December 31 2021,Yamhill,OR,Passenger,1,0,1,38,39,2.56
June 30 2023,DuPage,IL,Passenger,2,1,3,33,36,8.33
August 31 2022,Skamania,WA,Passenger,82,50,132,8128,8260,1.60
February 28 2019,Cook,IL,Passenger,1,0,1,246,247,0.40
October 31 2019,Duval,FL,Passenger,1,2,3,374,377,0.80
May 31 2022,Palm Beach,FL,Passenger,0,1,1,58,59,1.69
March 31 2024,Tarrant,TX,Passenger,1,0,1,76,77,1.30
November 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2019,Grant,WA,Passenger,43,61,104,65010,65114,0.16
